name,filt_mean,filt_std,filt_median,filt_IQR,filt_max,filt_min,raw_mean,raw_std,raw_median,raw_IQR,raw_max,raw_min,apg_mean,apg_std,apg_median,apg_IQR,apg_max,apg_min,vpg_mean,vpg_std,vpg_median,vpg_IQR,vpg_max,vpg_min,jpg_mean,jpg_std,jpg_median,jpg_IQR,jpg_max,jpg_min
S049_128,-0.00013209884619396213,2.348967850257513,0.0035328072413612494,1.8656344880977112,22.82594931599329,-20.593228802730028,1.4301690443250263e-15,3.210471167002921,0.0496702216638642,2.2307008100146275,33.3616277393571,-26.575181324674,1.0462337041131933e-08,0.0125737985812753,-0.00026483305600263907,0.008119727684322293,0.17318998470773384,-0.21633240840291101,-1.4835290563831314e-06,0.1469658364631453,-0.016957870905074057,0.10149654445429812,1.9487583033695608,-1.7397348242451924,1.686974870550282e-08,0.0014126544470589445,4.590354134476754e-05,0.0008257354531398869,0.026506626829796653,-0.024812037574673207
S050_128,2.9735210439552525e-05,2.790153014202826,-0.07244420473515079,2.0157111422035925,26.76622476834603,-28.859345511179946,-1.3294781661239848e-14,3.7659414640589466,-0.018252143763779198,2.325539092966785,45.4450992074019,-40.5735918126758,8.163735017718461e-09,0.020543776534484047,0.0001105419430669774,0.01576192265057047,0.2152758863405051,-0.2692603083869205,1.1415553084699063e-07,0.20402257146387542,-0.01699434402109533,0.15576163793321968,2.1722776002393065,-2.5047438360044856,-9.87845723369467e-10,0.0025481365287378073,2.628823121586521e-05,0.002134521204601998,0.029673122405780017,-0.03241089894489102
S051_128,-0.0009320545819873731,9.30517669157727,0.019148337797397545,2.1897250521659943,180.21133204224148,-134.52438417496052,-1.1308381946074837e-14,13.359398071457674,0.00197702465059887,2.4687331706175,216.556099991639,-282.464725473922,3.8627677172544547e-07,0.059485358466659,-0.0002462911375143151,0.013108420457900283,0.9634723911474126,-1.0567013220263206,-8.987419357516225e-06,0.6299747148056946,-0.017754717818805388,0.13762069328234622,10.693848953573173,-10.77926824897082,3.285128827518154e-08,0.007061199231344488,6.62787029815648e-05,0.0014325516419330386,0.11428549017033873,-0.1259667887971614
S052_128,-9.220671025747803e-07,12.533411232119889,-0.07568966382139176,2.4079719914672015,172.98105622394468,-153.39654468043338,1.2824253854735008e-15,18.199772717519117,-0.0764927460358628,2.5311487355279096,290.141890524717,-263.610974197009,-8.304589255945653e-09,0.07143036776508711,0.00021331419540179114,0.0162807459635686,1.1631089676918123,-1.0911076669227562,8.194945052221178e-07,0.8087357852934685,-0.023465525386328703,0.1687875593729371,11.237934124742807,-11.635980702171839,-1.1106939433511111e-09,0.008198296413787895,2.940692425867919e-05,0.001965068672882986,0.12117618056345858,-0.14655015309126052
S053_128,-4.1645262417287964e-05,1.849261057106237,-0.003497350518334713,1.6684631347783299,19.70121186701546,-17.070094441944786,1.3293024199557376e-14,2.458414188713409,0.0745815585664309,2.15517810008823,28.9890422814217,-23.444136992776,2.177551701960545e-08,0.012587156870555137,-0.00024493457980613934,0.00755324892681309,0.1167753630928332,-0.1274546899732103,-5.853496399985235e-08,0.12841959205784872,-0.01474220724256492,0.09128065431120275,1.236932643066477,-1.0953091051288282,2.431189745199792e-09,0.0015636243180395502,3.908873317329947e-05,0.0007950674608932645,0.01616357778449029,-0.016121408863596365
S054_128,3.7705142127340426e-06,7.275318527752376,-0.007373254326383093,1.8509871025742735,104.77154708201698,-108.56098979572548,6.963128749862757e-15,9.988768665992655,-0.0029599978022162854,2.210372033279538,125.574714800682,-160.882831417124,-1.2724951050084587e-08,0.03478397526916693,-0.00023052065119225085,0.00638371658382356,0.6362218141814715,-0.5808332170123371,-6.380980127384723e-07,0.42422499814666176,-0.014005222662293839,0.0890352430567801,7.161180379527364,-6.781417893155091,-1.3188927076091063e-09,0.0038712858601081448,3.356330835876942e-05,0.0006562500368633064,0.0636938694990139,-0.058714005849280104
S055_128,-4.2147547715994725e-05,9.027229432356192,-0.032603958391425755,2.2017431838315193,175.16029925862847,-166.94483763439564,-5.328738937142785e-15,12.358668962356596,-0.0108200541477271,2.44486185423911,217.721571140662,-230.38922231526,8.93078961834234e-09,0.06418901280701514,1.685030693732159e-05,0.011545507745661397,1.6372443087774045,-1.5533024106438305,-6.392883134189436e-07,0.6332641556076017,-0.019416376440505867,0.12652485249329037,14.752412656515597,-12.334503246682509,8.28430217022665e-10,0.00812673656362588,9.572047919223503e-06,0.0013810069005528863,0.21670076426201357,-0.19173730741886352
S056_128,-9.126956730740537e-05,10.070471294196974,-0.030133215067754286,2.570633265241004,198.20425163672735,-231.96104925098484,-1.3058656610660286e-15,15.034452512107881,-0.0114107710265431,2.6946474965647953,278.648462413994,-335.001408889145,1.5866058187543666e-08,0.059150897509472,-8.310770335188955e-05,0.015078830598509414,1.6298623069562979,-1.985695688892143,-1.5435888280785865e-06,0.6631499943112367,-0.0199780123334369,0.1623070871778901,11.775280209926809,-21.377771330389244,2.092605860964956e-09,0.006830933751403206,1.8218375384873977e-05,0.0017883613126356652,0.23404119647987542,-0.21460052474335356
S057_128,-6.173651800059471e-05,13.43943522964864,0.014995908487627281,2.972289441931193,178.59144345964404,-179.88627417153384,-7.627087896733674e-15,19.98883466475615,0.07935284216042926,2.8321846346317905,298.823877904224,-272.459208350864,2.2555769630709934e-08,0.0845384163588688,-0.0004515405877691635,0.013985831563770125,1.792274041950094,-1.4981671670926886,3.2057916918893493e-06,0.8907722555306976,-0.02002321159207962,0.1690432994462277,10.782627852265211,-17.85870367221802,1.046338494891463e-08,0.01025229039044855,7.4984343217184e-05,0.001490756506362283,0.2239503172408206,-0.1987636218476876
S058_128,-4.087515373222368e-05,1.3218734757465633,-0.0008021237589807897,1.8474998025640712,11.071056750612522,-10.303868179337709,-2.9978242110928475e-14,1.7078832652596334,-0.01278211765694795,2.123899550169223,17.0470771862086,-15.3932334063749,1.4728819543376254e-08,0.012083023788355584,0.00019349367531871706,0.016251330648797843,0.10585835156740808,-0.10945542363626526,4.5262274716189325e-07,0.11509010244377436,-0.008874911621669673,0.16551341323626173,0.8853276599404305,-0.8182422291370601,2.458875427176563e-09,0.0014635832518544814,0.0001737668963023662,0.0016411714630715953,0.013962425453889094,-0.014006030357387678
S059_128,-0.00010244268136874037,8.729868300953719,0.011947633887694473,2.288111975592088,130.8501765192126,-133.12133618137472,-1.723395254839827e-15,12.843765595038265,0.05747233138522275,2.42326563828411,233.910772691214,-231.7991693876,2.6332663748107476e-08,0.06617908691732476,-0.00037620242247476954,0.012181783854072665,1.0995024850378563,-0.8823023739073479,-7.451262522469782e-07,0.6398251230289769,-0.023280703221211674,0.1379393486402496,8.332021465985898,-8.783159699187932,1.4970841984201531e-09,0.008373772245989283,7.12110536693622e-05,0.0012879399222040927,0.1357695487362296,-0.1377565085344199
S060_128,-3.934044921602142e-05,2.5093307176860695,-0.05260984207308822,2.042466847397446,23.405851881977956,-40.62654844331398,5.027292932034813e-15,3.3732398187194192,-0.0651952602622671,2.364384361558267,38.2677648085573,-47.4225563863589,7.1059713295077816e-09,0.016898615659897934,-7.199911578757712e-05,0.01352072688604383,0.37440063622554653,-0.24115547149105687,-1.3044447090834594e-07,0.17489644203122115,-0.015106051946566123,0.13571442061777605,3.2664497639807557,-2.9664829193018463,5.06042912375821e-10,0.002034012287190475,3.578240180570399e-05,0.0016520910401238288,0.04079400528352295,-0.042004203352022706
S061_128,-6.7007634684505355e-06,14.757675966290714,-0.048730694786297164,3.2043433054182113,164.66292675413945,-236.19260648545634,7.644549226474043e-15,20.17146975371577,-0.07008937160317236,3.02263480432111,244.504194396822,-290.432418523929,-9.032357945291318e-09,0.11226181115286858,-0.00012764636083546083,0.02220610036838328,1.733551856170294,-1.313629583419619,-1.1276371384718484e-06,1.0926330915920197,-0.014398212368289129,0.22493115224465515,15.17402136884311,-13.59004784271286,4.0314133437713276e-10,0.014164977896650935,3.0938726242664416e-05,0.0026939649243745527,0.20270635290243977,-0.20639313860835884
S062_128,-0.0005011361809041517,6.290314115280526,-0.07545905146864608,2.0460874099758106,113.90265411127513,-104.44498414696537,-1.2190690542021335e-14,8.591700005125304,-0.0847095043183069,2.24019525595312,145.063061288172,-121.936422994889,8.131734350622396e-08,0.03583255197611137,0.00034318803748863147,0.01849861475512872,0.6110907796845311,-0.713913417805216,-3.55559856221508e-06,0.39992583472757015,-0.013817732175121722,0.1634426940833219,8.458716054354861,-6.981792768357849,-1.7376139521745694e-08,0.004167284487180234,2.2814786936442566e-05,0.0026231251223219933,0.0639480319430692,-0.07363257727177608
