jpg_mean,jpg_std,jpg_median,jpg_IQR,jpg_max,jpg_min,vpg_mean,vpg_std,vpg_median,vpg_IQR,vpg_max,vpg_min,apg_mean,apg_std,apg_median,apg_IQR,apg_max,apg_min
2.8404057027663186e-09,0.004059339015201956,8.278612072191614e-06,0.0004752645460239545,0.24483587356831782,-0.22480327444355286,-6.591622068860354e-08,0.4185251331560991,-0.012010538205558115,0.09999225139854953,25.035330548437315,-23.88404920921497,1.7350261729173918e-08,0.03481729585561563,9.339712442415528e-07,0.006225211320714709,1.9817028568567139,-1.985695688892143
