Q1-1.5IQR,Q3+1.5IQR,Q1-3IQR,Q3+3IQR,90thP,10thP,95thP,05thP,99thP,01thP,below_1.5IQR,above_1.5IQR,below_3IQR,above_3IQR,below_10th,above_90th,below_05th,above_95th,below_01th,above_99th
-45.0,307.0,-177.0,439.0,222.0,68.0,247.0,57.0,296.0,44.0,0,1681,0,66,24297,24379,11488,12036,2187,2411
